iter	RMSEWithUncertainty
1663	4.764320526
1664	4.764192639
1665	4.764055517
1666	4.764012269
1667	4.763760668
1668	4.763517251
1669	4.76334965
1670	4.763203723
1671	4.763026847
1672	4.762856342
1673	4.762605812
1674	4.76246054
1675	4.762351835
1676	4.762139728
1677	4.761763746
1678	4.76166019
1679	4.76137772
1680	4.761259992
1681	4.760935607
1682	4.760767361
1683	4.760613637
1684	4.760332975
1685	4.760162738
1686	4.759935395
1687	4.759818201
1688	4.759652927
1689	4.759430861
1690	4.75931613
1691	4.759180819
1692	4.759019031
1693	4.758737368
1694	4.758646595
1695	4.758436483
1696	4.758091849
1697	4.757922205
1698	4.757763149
1699	4.757679871
1700	4.757526041
1701	4.757275312
1702	4.757120127
1703	4.756961533
1704	4.756817943
1705	4.756452602
1706	4.756227537
1707	4.756116741
1708	4.755955253
1709	4.755789085
1710	4.755487707
1711	4.755250251
1712	4.755035941
1713	4.754957547
1714	4.754756698
1715	4.754510855
1716	4.754262537
1717	4.754163778
1718	4.753926508
1719	4.753629979
1720	4.753456611
1721	4.753285085
1722	4.752961898
1723	4.752851184
1724	4.752708593
1725	4.752385717
1726	4.752226229
1727	4.752102179
1728	4.752015141
1729	4.751972082
1730	4.751829581
1731	4.751670727
1732	4.751325609
1733	4.750961036
1734	4.7508535
1735	4.750697189
1736	4.750568467
1737	4.750421233
1738	4.750238618
1739	4.750162303
1740	4.749923286
1741	4.749765247
1742	4.749519536
1743	4.749447654
1744	4.749362487
1745	4.749191524
1746	4.74894886
1747	4.748792222
1748	4.748652857
1749	4.748393392
1750	4.748268231
1751	4.748067476
1752	4.747897374
1753	4.747771958
1754	4.747628446
1755	4.747372745
1756	4.747251041
1757	4.747194562
1758	4.747000783
1759	4.746638123
1760	4.746458876
1761	4.746374337
1762	4.746310926
1763	4.746163415
1764	4.74609276
1765	4.74594792
1766	4.745866092
1767	4.745511677
1768	4.745124545
1769	4.744981511
1770	4.744754051
1771	4.744503128
1772	4.744293536
1773	4.744197255
1774	4.743995585
1775	4.743886629
1776	4.74372277
1777	4.74355488
1778	4.743273869
1779	4.742961806
1780	4.742818918
1781	4.742479161
1782	4.74223691
1783	4.742013406
1784	4.741850049
1785	4.741699668
1786	4.741634936
1787	4.741545277
1788	4.741439594
1789	4.741344228
1790	4.741193969
1791	4.740883678
1792	4.740794851
1793	4.740626637
1794	4.740446134
1795	4.740336415
1796	4.740202166
1797	4.740164017
1798	4.739749702
1799	4.739364524
1800	4.739221929
1801	4.738873263
1802	4.738596551
1803	4.73850795
1804	4.738380818
1805	4.738283843
1806	4.738194077
1807	4.7380337
1808	4.737828422
1809	4.737603467
1810	4.737481047
1811	4.73727857
1812	4.737134632
1813	4.736983889
1814	4.736834142
1815	4.736723807
1816	4.736494126
1817	4.736347921
1818	4.736155151
1819	4.73584888
1820	4.735639599
1821	4.735490404
1822	4.735308856
1823	4.735220028
1824	4.735152175
1825	4.73485795
1826	4.734673508
1827	4.734421834
1828	4.734308402
1829	4.734103814
1830	4.73399227
1831	4.733774614
1832	4.733617636
1833	4.733295087
1834	4.733093244
1835	4.732756614
1836	4.732621276
1837	4.732549406
1838	4.732337544
1839	4.732046852
1840	4.731851321
1841	4.731739818
1842	4.731396167
1843	4.731240953
1844	4.730984613
1845	4.730691182
1846	4.730650109
1847	4.730505859
1848	4.730467425
1849	4.730378523
1850	4.730086674
1851	4.729997268
1852	4.729856199
1853	4.729597683
1854	4.729477317
1855	4.729417127
1856	4.729301529
1857	4.729175646
1858	4.729080755
1859	4.728847452
1860	4.728680061
1861	4.728515644
1862	4.728441504
1863	4.728146866
1864	4.728037018
1865	4.727906597
1866	4.727808584
1867	4.727708179
1868	4.727540645
1869	4.727473822
1870	4.727196399
1871	4.726991295
1872	4.726761083
1873	4.726620994
1874	4.726446645
1875	4.726300958
1876	4.72609513
1877	4.72602818
1878	4.725976435
1879	4.725863815
1880	4.725729142
1881	4.725582103
1882	4.725405474
1883	4.725298198
1884	4.725205471
1885	4.724973482
1886	4.724718273
1887	4.724642664
1888	4.724420451
1889	4.724302668
1890	4.724129986
1891	4.724059897
1892	4.724028156
1893	4.723947012
1894	4.723741406
1895	4.723598687
1896	4.723460915
1897	4.7233277
1898	4.723186394
1899	4.722909401
1900	4.722741286
1901	4.722602844
1902	4.722396455
1903	4.722193714
1904	4.722080437
1905	4.721941835
1906	4.721714381
1907	4.721546294
1908	4.72147157
1909	4.721357144
1910	4.721203331
1911	4.72093795
1912	4.72085052
1913	4.720584461
1914	4.72023669
1915	4.720110483
1916	4.719957843
1917	4.719833431
1918	4.719604319
1919	4.719426797
1920	4.719082363
1921	4.718825706
1922	4.718680172
1923	4.718551725
1924	4.718464173
1925	4.718358694
1926	4.718212079
1927	4.718132293
1928	4.717969375
1929	4.71782693
1930	4.717658758
1931	4.717452382
1932	4.717283496
1933	4.717212709
1934	4.717022241
1935	4.716822354
1936	4.716590245
1937	4.716554669
1938	4.71621384
1939	4.716029612
1940	4.715838997
1941	4.715764629
1942	4.715625999
1943	4.715499627
1944	4.715379936
1945	4.71510703
1946	4.714954436
1947	4.714845688
1948	4.714719084
1949	4.714330534
1950	4.714216527
1951	4.714111921
1952	4.71406441
1953	4.713897223
1954	4.713799423
1955	4.713690598
1956	4.713637165
1957	4.713532609
1958	4.7134578
1959	4.713200071
1960	4.713103277
1961	4.712963929
1962	4.712844726
1963	4.712726832
1964	4.712572009
1965	4.712464075
1966	4.712150705
1967	4.712059762
1968	4.711949403
1969	4.711871908
1970	4.711788512
1971	4.711483893
1972	4.711351947
1973	4.711222457
1974	4.711058749
1975	4.710951828
1976	4.710815884
1977	4.710607986
1978	4.710437575
1979	4.710292988
1980	4.710191815
1981	4.709887304
1982	4.709763356
1983	4.709443126
1984	4.709277099
1985	4.709211868
1986	4.709023886
1987	4.708590254
1988	4.708466695
1989	4.708390648
1990	4.708165493
1991	4.708089993
1992	4.707881521
1993	4.707641083
1994	4.707398952
1995	4.707030075
1996	4.70689414
1997	4.706577716
1998	4.706441796
1999	4.706155114
2000	4.705965415
2001	4.705883797
2002	4.705704783
2003	4.705483119
2004	4.705411993
2005	4.705375317
2006	4.705062811
2007	4.704996145
2008	4.704783387
2009	4.704660929
2010	4.704537018
2011	4.704194574
2012	4.703915767
2013	4.70378231
2014	4.703640412
2015	4.703457414
2016	4.703286002
2017	4.703159368
2018	4.702864747
2019	4.702800559
2020	4.70271215
2021	4.702589204
2022	4.70239196
2023	4.702081736
2024	4.701891038
2025	4.701793267
2026	4.701503482
2027	4.701360404
2028	4.701255617
2029	4.701204293
2030	4.701137523
2031	4.70103427
2032	4.700825227
2033	4.700676976
2034	4.700625731
2035	4.700463711
2036	4.700366098
2037	4.700267002
2038	4.700221804
2039	4.70013682
2040	4.699820901
2041	4.699527284
2042	4.699466482
2043	4.699315539
2044	4.699232662
2045	4.699043892
2046	4.698928618
2047	4.698823035
2048	4.698775964
2049	4.698670497
2050	4.698588113
2051	4.69830178
2052	4.698256352
2053	4.698145199
2054	4.698024173
2055	4.697802364
2056	4.697571702
2057	4.697394985
2058	4.697112323
2059	4.696877296
2060	4.696569477
2061	4.696296808
2062	4.695942275
2063	4.69577707
2064	4.695545557
2065	4.695318557
2066	4.695241189
2067	4.695168865
2068	4.695009433
2069	4.694861591
2070	4.6945096
2071	4.694463565
2072	4.694335213
2073	4.693991163
2074	4.693915071
2075	4.69362385
2076	4.693185252
2077	4.693053314
2078	4.692880399
2079	4.692740561
2080	4.692609285
2081	4.692435366
2082	4.692183414
2083	4.691983535
2084	4.69186646
2085	4.691643612
2086	4.691523659
2087	4.691485933
2088	4.691236815
2089	4.691177951
2090	4.691022232
2091	4.690696108
2092	4.690551005
2093	4.690292577
2094	4.69015839
2095	4.689905415
2096	4.689846138
2097	4.689546913
2098	4.689388722
2099	4.689266085
2100	4.689166376
2101	4.688835904
2102	4.688661239
2103	4.688556682
2104	4.688365927
2105	4.688155752
2106	4.688047263
2107	4.687969398
2108	4.687793913
2109	4.687682516
2110	4.687360685
2111	4.6871556
2112	4.687031935
2113	4.686904123
2114	4.686672951
2115	4.686326638
2116	4.68619282
2117	4.686014726
2118	4.685760051
2119	4.685631296
2120	4.685404066
2121	4.685303865
2122	4.685136282
2123	4.684979518
2124	4.684864006
2125	4.684692134
2126	4.68461515
2127	4.684429649
2128	4.684381896
2129	4.684314244
2130	4.684103
2131	4.68391891
2132	4.683719867
2133	4.68356584
2134	4.683344024
2135	4.682964727
2136	4.682832555
2137	4.68269491
2138	4.682528062
2139	4.682373737
2140	4.68219874
2141	4.682061852
2142	4.681797753
2143	4.68156634
2144	4.681538073
2145	4.681441589
2146	4.681088302
2147	4.68089121
2148	4.680785009
2149	4.680488974
2150	4.68030353
2151	4.680065918
2152	4.679946845
2153	4.679828801
2154	4.679709552
2155	4.679562539
2156	4.679204791
2157	4.679127101
2158	4.678829192
2159	4.678606089
2160	4.678487476
2161	4.678392903
2162	4.678152542
2163	4.678038933
2164	4.677799235
2165	4.677773481
2166	4.677748
2167	4.67766927
2168	4.677456959
2169	4.677419339
2170	4.67718198
2171	4.677001349
2172	4.676958606
2173	4.676633989
2174	4.676497661
2175	4.676348299
2176	4.676110425
2177	4.675912159
2178	4.675850089
2179	4.675764884
2180	4.675462154
2181	4.675340848
2182	4.675051349
2183	4.674932654
2184	4.674650165
2185	4.674326805
2186	4.67401453
2187	4.673905209
2188	4.673775017
2189	4.673616093
2190	4.673565026
2191	4.673255236
2192	4.673217771
2193	4.673018997
2194	4.672918726
2195	4.672799018
2196	4.672748703
2197	4.672363031
2198	4.672143519
2199	4.672023993
2200	4.671731024
2201	4.671640904
2202	4.671581979
2203	4.671532034
2204	4.671408205
2205	4.671265455
2206	4.671147511
2207	4.671043882
2208	4.670722317
2209	4.670488936
2210	4.670250062
2211	4.670064267
2212	4.670038173
2213	4.669983382
2214	4.669830588
2215	4.669621927
2216	4.669528122
2217	4.669403858
2218	4.66921042
2219	4.669129596
2220	4.66907969
2221	4.668918124
2222	4.668770913
2223	4.668482291
2224	4.668195955
2225	4.668060198
2226	4.667938378
2227	4.66786852
2228	4.667770694
2229	4.667550007
2230	4.667516929
2231	4.667422169
2232	4.667213214
2233	4.667030977
2234	4.666837471
2235	4.66672309
2236	4.666542234
2237	4.666324232
2238	4.666271819
2239	4.665781951
2240	4.665630075
2241	4.665560454
2242	4.665305894
2243	4.665016658
2244	4.664977924
2245	4.664928642
2246	4.664751361
2247	4.664587257
2248	4.664473139
2249	4.664297873
2250	4.664072185
2251	4.664001924
2252	4.663928145
2253	4.663869826
2254	4.663813554
2255	4.663629637
2256	4.663458092
2257	4.663424
2258	4.6632604
2259	4.663211772
2260	4.662990246
2261	4.66287795
2262	4.662561685
2263	4.662407922
2264	4.662364996
2265	4.662170785
2266	4.662053135
2267	4.661760296
2268	4.661489289
2269	4.661240987
2270	4.661141481
2271	4.661038833
2272	4.660933819
2273	4.660491704
2274	4.660411946
2275	4.660281573
2276	4.660217985
2277	4.660023398
2278	4.659909507
2279	4.659669718
2280	4.659582564
2281	4.659359542
2282	4.659163856
2283	4.659072471
2284	4.658999564
2285	4.658864422
2286	4.658691494
2287	4.65861528
2288	4.658479314
2289	4.658226065
2290	4.658164472
2291	4.657797114
2292	4.657712148
2293	4.657679984
2294	4.657643701
2295	4.657524749
2296	4.657266239
2297	4.657119015
2298	4.656737422
2299	4.656626896
2300	4.656548145
2301	4.656291364
2302	4.65618448
2303	4.65608742
2304	4.655911937
2305	4.655659445
2306	4.655406239
2307	4.655264036
2308	4.655228138
2309	4.655001364
2310	4.65474839
2311	4.654674296
2312	4.654602263
2313	4.654531188
2314	4.65450599
2315	4.654470534
2316	4.65413499
2317	4.653900252
2318	4.653746289
2319	4.653574223
2320	4.653245425
2321	4.652943954
2322	4.652552359
2323	4.652527306
2324	4.652303442
2325	4.652206241
2326	4.6521706
2327	4.652145814
2328	4.65186561
2329	4.65167036
2330	4.651467016
2331	4.651441338
2332	4.651332862
2333	4.651290279
2334	4.651249972
2335	4.65113741
2336	4.650892681
2337	4.650802106
2338	4.650769316
2339	4.6506296
2340	4.650420106
2341	4.650134936
2342	4.65006839
2343	4.649895177
2344	4.649776294
2345	4.649586982
2346	4.649486876
2347	4.649355781
2348	4.649277842
2349	4.649119409
2350	4.649007584
2351	4.64887984
2352	4.648592871
2353	4.648463326
2354	4.648105755
2355	4.647963713
2356	4.647914451
2357	4.647844866
2358	4.647707859
2359	4.647515959
2360	4.647334733
2361	4.647179841
2362	4.646921881
2363	4.646878675
2364	4.646636634
2365	4.64633988
2366	4.646191863
2367	4.645926312
2368	4.645610802
2369	4.645523138
2370	4.645345054
2371	4.645296345
2372	4.64505207
2373	4.644966318
2374	4.64467606
2375	4.64452135
2376	4.644447568
2377	4.644425854
2378	4.64414638
2379	4.643923591
2380	4.643759954
2381	4.643717462
2382	4.643438843
2383	4.643149356
2384	4.643050554
2385	4.642521462
2386	4.642295588
2387	4.642192192
2388	4.641961508
2389	4.641870753
2390	4.641787067
2391	4.641734425
2392	4.641577302
2393	4.641506472
2394	4.641416811
2395	4.641204069
2396	4.641159385
2397	4.64110871
2398	4.640976298
2399	4.640921253
2400	4.640783836
2401	4.640720121
2402	4.640530791
2403	4.64046422
2404	4.640261908
2405	4.639975192
2406	4.639735378
2407	4.639493417
2408	4.639333549
2409	4.639191606
2410	4.639059734
2411	4.638963497
2412	4.638755532
2413	4.638675783
2414	4.638466645
2415	4.638361928
2416	4.638276639
2417	4.63812131
2418	4.637852312
2419	4.637726874
2420	4.637708379
2421	4.637602123
2422	4.637398648
2423	4.637241717
2424	4.636974747
2425	4.636741695
2426	4.636708971
2427	4.636519401
2428	4.636449902
2429	4.636282069
2430	4.635990359
2431	4.635954007
2432	4.635785023
2433	4.635487191
2434	4.635304809
2435	4.635123171
2436	4.634906189
2437	4.634864931
2438	4.634546042
2439	4.63429409
2440	4.634199236
2441	4.634108999
2442	4.633869337
2443	4.633619566
2444	4.633391138
2445	4.633323789
2446	4.633290297
2447	4.633188384
2448	4.633075557
2449	4.632923467
2450	4.632755779
2451	4.632633756
2452	4.632333046
2453	4.632269006
2454	4.632122768
2455	4.632031933
2456	4.631842379
2457	4.631635372
2458	4.631235503
2459	4.631084756
2460	4.630941825
2461	4.630777819
2462	4.630673893
2463	4.630520169
2464	4.630320221
2465	4.6302562
2466	4.630144288
2467	4.629928844
2468	4.629858732
2469	4.629770177
2470	4.629487941
2471	4.629332144
2472	4.62906376
2473	4.628886133
2474	4.628649177
2475	4.628558875
2476	4.628337994
2477	4.628232834
2478	4.628161499
2479	4.628094192
2480	4.62795199
2481	4.627667594
2482	4.627637949
2483	4.627590286
2484	4.627521486
2485	4.627414541
2486	4.627392448
2487	4.62725592
2488	4.627134115
2489	4.627035167
2490	4.626792588
2491	4.62651996
2492	4.626450254
2493	4.626071416
2494	4.625785653
2495	4.625592841
2496	4.625574626
2497	4.625414148
2498	4.625357417
2499	4.625329835
